clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
manque liant précision technique criant,"[3.4273902431412652248e-388, 1.4370868353049957743e-190, 9.8513225293737405594e-321, 5.629137216720654242e-367, 8.23566152113199729e-328]",2.8741736706099913e-191,5
cette désynchronisation maladive repose vieux fonds réflexes individualistes reprenant dessus quand l action collective paraît panne solution,"[8.156177545586488407e-331, 1.1210181733349986373e-472, 4.5024478594169002964e-352, 3.102984933847242254e-438, 5.897328887965956399e-358, 1.723156036960693668e-215, 2.7259046983860535376e-207, 5.495824609999353847e-370, 3.1094699004300309083e-394, 1.7876586139395187384e-353, 3.233253554642378249e-449, 2.5461270343382968932e-392, 4.9953784478533436743e-426, 1.9585773102963332172e-208, 2.4285151566872699146e-374, 7.499204277368320731e-203, 6.139541791509383989e-312]",4.4114685021252855e-204,17
grande force boks d avoir fait douter bleus pertinence jeu collectif,"[1.5833010667729491592e-391, 3.525471292456764287e-146, 2.6792533928997882754e-404, 6.393933151150126606e-345, 4.114776904338117072e-326, 3.5895959204291650944e-464, 3.484056178688872192e-226, 4.064411239065717714e-270, 8.566257181640558184e-220, 2.1091437145239463974e-205, 2.1934984553220961931e-374]",3.204973902233422e-147,11
permet mesurer combien travail accompli novès staff l hiver tournoi reste fragile,"[3.3850677499480856475e-450, 2.1909427469062915163e-365, 1.8434112598835346705e-207, 1.002925464049664023e-356, 1.3955584087366761679e-330, 1.5323494644175890647e-454, 6.247594863326598484e-382, 2.4877696296901045794e-412, 3.689658438478756066e-384, 1.4042286437561290565e-345, 7.531066371356075527e-248, 1.9197576715551698824e-292]",1.5361760499029455e-208,12
n est quinze france s en revient essoré l hémisphère sud,"[7.796320732454289819e-312, 4.6916436678786962578e-288, 1.4789178888867594936e-383, 1.8549238570234036387e-272, 7.9103680665784326815e-352, 3.020194191120827952e-374, 3.514818138698150856e-368, 2.267352968591163848e-354, 3.914113251779218564e-285, 7.15171620632808347e-36, 1.8381499549794163077e-359]",6.501560187570985e-37,11
bien tout l édifice rugby pro,"[4.804225114867010634e-290, 1.5055405890276345484e-330, 1.0687639352597176069e-329, 5.2857811362044883246e-135, 1.9708166010236693903e-323, 1.745967718042486844e-132]",2.9187558319644856e-133,6
quand français jouent entre l autoproclamé « meilleur championnat national monde » tout baigne tonnerre charges bisons,"[3.3341343536177414428e-220, 1.982269685047957816e-134, 9.166044712438382624e-367, 1.07917209322611951624e-343, 1.882841758121383916e-362, 4.1509527611571637716e-327, 1.9419632138737252331e-421, 1.2412805077645041132e-194, 2.7357866992140605775e-314, 6.621102315089289159e-201, 1.0090354014282289581e-452, 5.514371091761146258e-280, 9.083580054360490481e-210, 1.9284324567536364522e-332, 1.6766360004438194744e-484, 4.5299511010026865467e-365, 3.6407082860849612915e-163]",1.1660409912046811e-135,17
dès qu ils frottent bon rugby dehors aïe aïe aïe ça tourne cata boks « » rugby tracteurs l espace d un an brouettes sous houlette d allister coetzee,"[1.0884515075132223131e-238, 2.3429471518723629123e-430, 5.0998881041645059247e-299, 5.365964343373325805e-295, 7.499557624578738219e-217, 8.848707366072991971e-363, 1.929409847696956911e-378, 1.7280145947378387576e-367, 3.7219668398761435631e-237, 3.1351834366011637833e-381, 1.7235874077406622996e-244, 2.1467841727173307993e-321, 8.145875537574769727e-333, 1.7559200418060148814e-247, 2.7238123557834197985e-310, 1.9254258626835627332e-258, 6.194529775134135106e-155, 1.7617365173214717488e-121, 7.8874060021011644666e-219, 3.6751078638834588794e-113, 5.1774241645855292247e-325, 6.1694823179363937994e-446, 9.563883058695619103e-464, 1.6508816706699161051e-422, 2.3078638762261037567e-370, 3.678738305560952246e-409, 3.205797556966313175e-308, 9.1114899148268468654e-402, 1.9320971307467456145e-253]",1.2672785798278704e-114,29
force constater près deux années prise mains guy novès n ont aussi radicalement métamorphosé quinze france,"[2.5051985100726130859e-304, 1.3376849206113925891e-336, 3.0348748093806466347e-293, 6.6052477735485590913e-167, 9.3525154354361071885e-172, 1.9937512126291510431e-246, 3.1769541131955091107e-223, 8.344916235034073369e-354, 1.42335149713802792285e-359, 2.9510010275783024397e-464, 3.401738751544305478e-346, 8.2630767867157474705e-450, 4.055771381618848523e-417, 4.4730477674296258047e-438, 3.8328028425355720668e-277, 1.0259297635350389217e-390]",4.128338311689321e-168,16
cette tournée d été piégeuse comme deux pose fois toutes questions auxquelles baronnies technostructure rugby pro appliquées surtout répondre depuis lustres,"[2.1191313402889885768e-501, 1.6331080216213322672e-394, 1.421199122628684856e-311, 1.719600135380938071e-344, 6.438647037555259814e-286, 3.9122427901005931947e-346, 3.4042334748671377507e-213, 2.383150187531930019e-303, 2.705304369072157449e-270, 5.3535613314807895106e-319, 9.248473173625505203e-279, 3.929849595218715152e-475, 1.9184810103706607311e-359, 6.6533300785930080363e-361, 1.4794603271094418073e-97, 4.7835069740449168117e-329, 5.294732226186059575e-259, 1.0482968427215943037e-426, 3.2945786399451200458e-281, 8.60086086428269407e-409, 1.1524761817972002394e-324]",7.045049176711628e-99,21
complication supplémentaire bleus droit coaching deux voix celle guy novès depuis cet hiver celle bernard laporte nouveau président puissamment élu ffr,"[5.477082445183233432e-291, 1.01174325065061339376e-296, 3.2511467686781152e-376, 1.5928057409146749249e-397, 1.7054479609399840121e-395, 1.1311048894009971952e-233, 2.6631384073868494057e-229, 6.1106536866178887146e-377, 2.7950146085430604528e-207, 6.605893162933868925e-237, 2.9330043921046596984e-281, 1.2713917751879871197e-315, 4.324808883560757131e-359, 4.64780804313276188e-304, 2.2893760332217883802e-274, 2.5344194091081525103e-332, 6.381274106521861315e-368, 4.0467951057893480679e-202, 1.3139480983824699188e-384, 2.8836582495975790361e-286, 2.4730836156129612574e-273]",1.9270585980644922e-203,21
ancien entraîneur quinze france stade français toulon tempérament meneur d hommes président laporte met comme a parfaitement droit grain sel,"[3.5957563372170482168e-350, 1.5259475574985973256e-339, 9.729172158918370321e-439, 1.3986722984331649654e-438, 7.8358726963823704334e-448, 1.3542411534985669337e-291, 3.1131323009168379373e-286, 1.0737531237398220794e-194, 1.2274704061578985787e-337, 1.1140157737670338485e-409, 1.9990276644031615408e-413, 3.8354584925469475326e-240, 5.499057023910424451e-363, 1.14551169805895052657e-271, 6.6041539385764444295e-267, 6.662827094122866035e-287, 2.4994830954560064156e-294, 1.4304681139611443932e-310, 3.521129809885618478e-358, 5.0958256295042808666e-189]",2.547918183517759e-190,20
estce plus déterminant rappeler peu lourdement qu il faut victoires décimé ribambelle blessures quinze france parti équipe « sens » plombée fatigue accumulée top l usure mentale d une longue saison,"[5.3244206980107277657e-157, 1.1368378728479563965e-280, 1.4401385267976036101e-270, 1.5101919630637923275e-402, 1.1377372093866578306e-351, 2.0511500899190111104e-138, 1.4110025541497738713e-142, 1.7458986254412166706e-233, 5.6377783606365810735e-284, 8.861752169760353557e-155, 2.5148534160610141166e-352, 6.7339483303374971985e-263, 3.5406773846563470473e-77, 5.489640061595411194e-91, 3.0283894047245105523e-227, 6.072814466969765418e-52, 3.3213866389914080006e-196, 5.497949962992680319e-182, 8.205843546623653879e-59, 9.22777092727113354e-308, 3.8230027811779477576e-269, 1.6534167256756257238e-170, 1.6765195512496933029e-365, 3.0749117768202840707e-285, 8.6361275901456316226e-185, 1.3241468648192319444e-406, 9.160573683944531161e-344, 3.3704675619080644705e-272, 1.6159853403527373104e-300, 2.3235996998162120596e-282, 2.5016192720279453595e-130]",1.9589726734045548e-53,31
staff a façon tout fait inattendue choisi ossature cinq joueurs toulousains louis picamoles ancien toulousain fraîche date,"[3.208266625464444402e-400, 6.3087965753867696623e-339, 4.4848294145020893966e-326, 4.48173936327188467e-308, 1.635252069180369854e-305, 2.2526905621005856117e-310, 1.1931954808779726319e-341, 1.2710908570071426024e-284, 4.4072286758141236536e-322, 6.0233490499719782444e-388, 2.0891170618681912407e-409, 4.4456651516089129083e-454, 3.0449898967809180985e-330, 4.912658432819349374e-414, 1.2571082731186645374e-365, 2.896874167563334974e-465, 1.0169177385199089966e-297]",7.477005041219084e-286,17
toulouse non qualifié phases finales peu performant sort d une saison pleine doutes vilains matches,"[7.475166088865967957e-192, 1.9897167868665594396e-395, 3.524794098479044061e-406, 9.8713043391321233846e-437, 6.0574080395102598053e-492, 6.3297239987809455424e-285, 1.193410154774409481e-260, 1.1105922387237175924e-217, 7.56977959287851329e-303, 8.609441989928038166e-385, 1.0950956423214736642e-291, 4.7461520332247134808e-182, 2.4269844022155406896e-338, 4.0506907768380050807e-314, 1.8694505549186361843e-287]",3.164101355981487e-183,15
peutêtre meilleur ressorts faire jouer équipe france démembrée,"[1.9235990350796751078e-248, 1.909213960157718049e-289, 3.1015923589917687765e-336, 5.244402861975488846e-349, 8.86749077497735567e-185, 1.4334101956214489086e-438, 2.4640134722000755125e-233, 8.96820748971432127e-360]",1.1084363468721695e-185,8
entraîneurs bleus aussi toulousains guy novès yannick bru,"[1.621180278346239128e-176, 8.5255013988251787135e-320, 5.0422480380596314153e-183, 1.6254904803810879848e-256, 8.662552133049735587e-226, 1.1176355671197828854e-192, 6.612549086998508585e-353, 2.4397460640272212747e-284]",2.026475978213804e-177,8
décidément dirait bien rien n a vraiment place cette tournée surtout jamais oublier,"[1.1278398429699103919e-264, 6.025593160803614072e-244, 2.075295057579436752e-84, 1.5014463226234931054e-144, 1.8457807409689960017e-290, 1.0623846247103082308e-385, 1.1169564745637754375e-211, 9.8320441099547133726e-177, 1.0, 2.1249967860550375267e-426, 1.0660223919783213839e-272, 3.8380411101420983303e-252, 1.997333060046662856e-408]",0.07692307692307693,13
md,[9.714223259485509504e-235],9.714223259485509e-235,1
