clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
france depuis sert apaiser certaines places rues urbaines résidentielles lesquelles enfants pourraient avoir envie jouer,"[1.3281279700576098958e-207, 5.0342577110108883312e-225, 1.774335076150986106e-161, 7.42470980196941047e-211, 1.3114065148865190248e-76, 6.6904944686824074186e-165, 8.254774430467473854e-229, 2.2368938695195745209e-212, 4.1266906578310957084e-232, 1.4421643330587282165e-174, 6.843492600965814601e-66, 4.0631358510187930373e-254, 2.9939758247229503204e-208, 8.061598731392791694e-233, 6.571848589930713954e-244]",4.5623284007313036e-67,15
ainsi rue n est plus seulement tuyau destiné passage plus rapide possible personnes marchandises espace vie,"[1.0969949639102224556e-277, 1.7003248035630878949e-22, 3.204013915517576241e-256, 4.3196307911950539096e-164, 1.078637886427224828e-248, 1.1079601059969037139e-255, 5.5472803838214046766e-252, 9.4568889276355259e-168, 2.2274011611825817565e-239, 1.09949238302469441e-137, 5.8603117883140288424e-166, 2.7792340139523180622e-251, 3.826081435894633897e-222, 1.7605865123651356e-250, 4.668979943507589688e-281, 9.490530716287270193e-83]",1.0627030022269299e-23,16
diversité représentations zone rencontre différents pays d europe raconte beaucoup choses manière dont envisage cet espace,"[2.0051169544084558312e-61, 3.964077505881726045e-221, 3.0171106003222763414e-268, 5.1003965025861190004e-185, 4.940820998612715479e-213, 4.5970546510294100765e-111, 7.651185220072490937e-89, 5.598105895335882644e-226, 2.185010281039936948e-301, 3.7636664242103234708e-65, 9.704065156142531989e-249, 8.4350253309671868425e-199, 6.0170548756638231326e-168, 1.6543525560262786437e-213, 3.9870892561204978173e-212, 6.087118574541507799e-199]",1.253433325656798e-62,16
france panneau représente piéton « petit bonhomme » voiture vélo rappel règle kmh,"[1.2694222363376445681e-84, 5.0332787530314864158e-247, 3.5090385342164919246e-214, 8.1370663732795692226e-186, 1.4500785016966653728e-238, 2.1243286722601269173e-171, 1.225878699450119129e-111, 1.7315714503887113596e-220, 1.973114302517058568e-226, 4.7915540782387701823e-180, 1.4920530526095255407e-115, 6.9180238537517919923e-221, 2.0127572551360348973e-234]",9.764786433366496e-86,13
particularité panneau humanisé puisque voiture aperçoit être humain symbolisé tête cercle blanc,"[3.8467478997181532673e-64, 4.6012305412380058977e-228, 3.2002116925595332153e-186, 5.653182493621108267e-230, 2.8499102493233005798e-243, 1.1250512419602822367e-217, 1.46477790787814367e-143, 5.909419470988538048e-280, 1.45870347232068531035e-272, 3.595129876518664926e-218, 7.3361121112672892197e-303, 1.7510693791662845787e-276]",3.2056232497651275e-65,12
maison adulte enfant,"[8.3915017414278175124e-210, 4.7988250329046146868e-267, 2.6323257152680581627e-235]",2.797167247142606e-210,3
choisit mêmes symboles partout,"[2.1668568153252352836e-272, 3.0430372548883032429e-236, 3.031610498795012048e-191, 3.896475764539566802e-171]",9.741189411348918e-172,4
luxembourg slovénie exemple panneau montre voiture sans « tête » phares maison porte toit fenêtres cheminée ainsi deux êtres humains petit grand,"[1.6551874351162786368e-238, 2.9088720640406752739e-254, 3.1628011180284174585e-256, 9.38226762693074391e-243, 5.667280827212644898e-293, 2.5549397510896511644e-229, 7.234771490993960316e-303, 4.705807187216784343e-243, 5.026185502983084992e-324, 1.2278982133300771385e-219, 2.751883050946713822e-310, 2.3280445482450793027e-262, 6.0722391819550955984e-225, 1.4870562910450576277e-219, 7.2791412162695320263e-301, 5.139373607431590675e-244, 2.0654472246583429675e-285, 1.9700022629261258004e-275, 5.7605940819374431764e-267, 2.4899166299735419178e-282, 9.2092950726084788995e-309, 7.6361434206682241726e-268]",1.2340729894862776e-220,22
s agit seulement traditionnel « petit bonhomme » clairement d un adulte jouant enfant preuve ballon figure entre deux personnages,"[1.06673163232870383336e-336, 1.3931549270257354744e-323, 2.3250636339936756257e-171, 1.408763692190525485e-213, 3.096346143682001213e-281, 3.8709393646396339906e-233, 5.3217894355761801527e-250, 8.2051699269747180145e-273, 3.5726745103374265657e-246, 2.772329204197893622e-259, 6.0726920607918850942e-235, 2.3598184424994021027e-241, 2.3137409564025282213e-284, 5.081632578985241787e-271, 8.617146540566347979e-244, 4.6996446876462130132e-244, 8.845376837613925695e-283, 3.5981442524086741116e-160, 4.3505446999922196122e-332, 5.2961928035366750043e-247]",1.799072126215962e-161,20
amène automobilistes ralentir n est réglementation l environnement urbain dense habité animé,"[1.9437310875525823161e-222, 1.1100330456995078763e-261, 6.659046004579836066e-260, 1.3310565175124243674e-211, 1.10580379796743419184e-305, 7.161887194226756431e-230, 1.2070677684979410836e-258, 4.4014825270074600355e-265, 4.8969718775104428674e-218, 4.9720489383085971084e-256, 1.3979635580302957801e-289, 3.8236331002233850535e-230]",1.1092141726908745e-212,12
certaines villes néerlandaises panneaux disparaissent complètement sujet nuances zones rencontre voir blog l urbaniste simon fessard,"[1.2191241536365905345e-233, 4.4215656792203014343e-204, 1.2067489837756800201e-249, 3.6747925681348270005e-280, 1.5591538948201893254e-204, 3.3709566733626590187e-204, 2.6363309487564423912e-260, 2.4783710873477604223e-238, 2.5708732889947686137e-299, 4.6222690731423996446e-247, 1.9784055827115287974e-183, 4.5835142253963033378e-258, 2.3489307211084071971e-276, 8.822635281165685262e-242, 5.2051322659446329032e-250, 1.0173293832788883337e-204]",1.2365034891947055e-184,16
maison lettone,"[5.690345582248994597e-279, 2.394575108414608326e-221]",1.1972875542073042e-221,2
lettonie comme slovénie luxembourg panneau représente route voiture encore modèle différent profil ainsi qu une maison seule fenêtre cheminée version plus sommaire qu au luxembourg arbre portugal aussi,"[2.366199030395762419e-260, 7.779054833427406649e-254, 1.1234484425625278031e-248, 1.2647857215954609245e-202, 3.7003841996975891843e-320, 1.0172315252868500124e-172, 7.0457380972322376104e-278, 1.8067928390542845674e-200, 9.778934173899326604e-258, 1.5228743401815105463e-200, 5.444536839611327764e-270, 1.6256564099917733178e-173, 1.5047249809961130972e-258, 2.320104225833810226e-229, 9.766241128199333591e-243, 3.7534235150303114023e-239, 3.4847530346220893278e-272, 6.1078562363520846305e-270, 1.1975440006567406142e-210, 3.0584818228038827162e-308, 2.378792078482733399e-286, 1.02928820240984326785e-199, 1.2147370517207975569e-229, 2.1179568421174058455e-216, 3.1028109217365115113e-222, 6.493838434091662724e-200, 9.688761214558325364e-229, 9.957722726441633015e-189]",4.213561308164384e-174,28
deux enfants jouent ballon rue sans soucier voiture,"[1.9173016713712835084e-189, 4.1286967482234956184e-236, 3.901731756897519289e-200, 2.670869045090891992e-137, 2.677520919563283891e-228, 3.020931720462245211e-251, 1.06723749533850337304e-160, 1.8452875451875935901e-146]",3.338586308670224e-138,8
c est donc conducteur faire attention enfants,"[6.1383134268185341305e-299, 9.123804994187691121e-203, 2.8494832334468621476e-243, 6.168523602136337509e-208, 1.4884917002110321229e-202, 4.6195528635044487735e-200, 4.5192318349571653363e-228]",6.633659495979975e-201,7
deux exceptions france l autriche,"[7.847538697286289512e-167, 8.450183526903923503e-240, 5.019963754948309295e-182, 4.8806511346036359532e-160, 9.7879682893328196915e-19]",1.957593657866564e-19,5
c est d ailleurs cas plupart pays remarque consultant hans kremers s est penché représentation zones rencontre europe,"[3.9952365919045098743e-155, 1.1809409635810128929e-185, 5.5854637740585357757e-201, 2.3756189723025866145e-185, 5.8528373342267346546e-260, 3.716951688538995917e-145, 1.53292008184391800255e-33, 4.3513816784068678106e-75, 1.6082423329200123837e-187, 6.37730984140185391e-75, 5.214469211276057539e-87, 4.6040034302361035287e-61, 0.9999999999999999991, 2.543662194986658126e-137, 1.0396244235094472778e-137, 4.7875355064249824486e-155, 6.421246072077861838e-126, 5.4799483840306877146e-173]",0.05555555555555555,18
selon tableau qu il a établi cidessous plupart pays choisissent être humain « adulte » voiture,"[6.1115535230316113456e-202, 5.0813294767066355526e-130, 4.0433695265044597334e-306, 5.9153320877213003063e-77, 2.19349987444210789e-108, 8.0522360616941911456e-140, 8.912199763386207321e-199, 6.556595655445973379e-226, 9.158695376641666014e-108, 1.9963476514625892804e-73, 1.3313832328682226839e-182, 1.3347893442561556448e-65, 2.3990863232068483374e-183, 3.4571587170976922922e-152, 3.0477979758516037062e-268, 1.0114284782287564996e-36]",6.321427988929728e-38,16
l enfant ballon largement représentés sauf france autriche tandis royaumeuni l italie suisse lettonie donc dessinent deux enfants,"[5.2551362509235290457e-115, 2.7950205955964913237e-99, 5.644052902651921701e-188, 2.329086224574102759e-187, 7.283954031919771565e-244, 3.5139763178448256364e-196, 7.3616076986301391807e-178, 3.0409404986629219226e-121, 2.2881084529620573554e-218, 5.9647682386694469438e-134, 6.85140868313431853e-285, 4.705816069348351007e-211, 3.2525160522456369202e-196, 1.08480085131184945944e-79, 1.4008479517970025461e-108, 5.796495302491338931e-188, 1.1454754246191789205e-299, 7.6476035095317833056e-176]",6.0266713961769415e-81,18
cycliste rappel règle absents partout france autriche,"[4.7103217073337941807e-215, 3.8484403618794066712e-122, 7.9949207949168889525e-174, 7.5520482737422418735e-190, 9.2036793000723848335e-234, 1.745569769159330755e-204, 4.5074633696002063832e-253]",5.49777194554201e-123,7
règle l usage,"[1.9436211806923912683e-227, 1.4733790403562825047e-206, 1.0706576349876852152e-190]",3.568858783292285e-191,3
a paris comme vienne continue donc facto considérer rue comme espace circulation plutôt comme lieu vie,"[1.3604403434682995545e-329, 6.821432471587397792e-204, 9.734258529056774315e-130, 1.1233434415154227971e-224, 1.8397360032625436222e-236, 8.748929419190869948e-258, 4.5966324517110022382e-232, 7.952589900603925669e-276, 2.2294915118438963176e-183, 9.3565457390366518376e-260, 1.6929377309836645374e-290, 3.2893205759751674324e-196, 1.2517941461697478922e-304, 1.6262183149948059928e-255, 4.078888424566641151e-277, 9.931332347325147775e-140]",6.083911581281192e-131,16
règle prime l usage,"[1.2210655757591448757e-315, 1.2315061353369112132e-286, 2.1473957005782134062e-309, 1.2989477457051112805e-291]",3.078797812035921e-287,4
sauf vraie vie c est l usage prime règle,"[1.566586409302084341e-279, 7.3486721311415857706e-323, 6.0364444067644531034e-265, 5.72357131598186703e-294, 4.4091061869241370555e-303, 1.7966258422205223454e-332, 5.4733070554230538956e-329, 8.396800599782440129e-228, 1.3035688056352559726e-309]",9.329778444202711e-229,9
ainsi vue loin d un enfant joue appelle plus volontiers conducteur modérer vitesse qu un panneau indiquant kmh,"[6.5887968181860463895e-302, 9.141270616644201674e-305, 1.6457833962293043067e-255, 1.0481768665679838967e-316, 4.5193074506034243647e-301, 4.5815653326984476216e-306, 1.9313204828546434352e-248, 4.251731323564838135e-296, 2.8147874885449611193e-252, 2.652415036897708884e-294, 8.554490830916399174e-265, 1.7100813023684600692e-293, 1.26628002333470434185e-229, 1.5968715702711434511e-320, 4.5820934692856474577e-241, 1.5585182749064357407e-244, 6.4684345620691559713e-265, 4.8119076864269246714e-304]",7.0348890185516e-231,18
olivier razemon twitter facebook désormais photos panneaux pictogrammes d autres histoires panneaux acrobaties imprudentes petit bonhomme septembre ratp découvre points cardinaux juillet parking interdit sauf livreurs banyuls juin interdit plonger droguer porter chapeaux novembre dessinemoi vélo juillet,"[1.6374870397694741992e-305, 6.489950952239122158e-311, 1.3679913325516733507e-266, 1.06294218736427747163e-255, 1.1469721145771753359e-286, 7.9014436339006929114e-278, 3.60157823132529929e-251, 9.2828085572731274835e-259, 4.0399149750024397405e-269, 1.17700258044483232064e-315, 1.4580733192447968887e-199, 3.3789461406895701218e-274, 4.135890526289263635e-238, 2.2179263278870385136e-280, 4.607473400127382929e-281, 6.5738547017418609205e-272, 5.087354338770440714e-302, 5.6655557197933335795e-162, 2.5081914823720005508e-212, 2.0911963040910113642e-214, 7.3567897646152209275e-212, 7.4474309340797481814e-216, 2.0256102099846285711e-216, 6.410789928000050121e-146, 6.007956700220441971e-221, 2.3020187612712128781e-232, 3.0228263819386317094e-155, 1.02893777738379370156e-318, 5.925020484371417651e-269, 1.1811437205324878805e-233, 8.83101959872852179e-252, 1.1214731893492997223e-255, 1.8224529273020410539e-218, 2.7902684934180265678e-317, 1.3657342179778247443e-222, 4.4980085954960646522e-268, 2.3168030874337797328e-251]",1.7326459273034804e-147,37
