clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
parce cette énième gifle fruit d une forme d aveuglement d impuissance persistante l ecosystème ovale française,"[7.000679605726946575e-104, 4.847299659236147592e-50, 1.0012471855860965744e-46, 4.7119035033946058123e-60, 1.7314962222626382831e-106, 3.43617087127388975e-141, 9.304508438925395265e-66, 6.3247930737987505956e-84, 1.03066606480771882346e-22, 2.0961273269947099535e-90, 7.591661752669171645e-130, 1.1327488195366111192e-52, 6.2781275590547921164e-108, 9.171560212921701819e-73, 2.1851471742212495251e-23, 1.6447505350300795745e-150, 8.442968919797692725e-79]",7.348122248410845e-24,17
relève structurel,"[1.0323599656338389998e-84, 1.6860329866579095236e-90]",5.161808258334128e-85,2
bleus tantinet ramollis surtout désarçonnés springboks rupture idéologique,"[5.8519426876353752065e-127, 1.472784401417945968e-121, 0.40948141803008972632, 5.8401129000772375517e-78, 2.0770726664669768073e-110, 9.908581131845454607e-62, 4.0146660173404477835e-117, 6.439245985198971515e-158]",0.05118517725376122,8
boks whiteley johannesbourg capitaine pratiquent plus religion force pure,"[6.372600703815417084e-148, 1.1713307616760080249e-124, 2.5744836032287348517e-134, 1.2832069854779320962e-84, 5.057807421632967355e-100, 2.5389621343954470442e-124, 5.8274029111167458816e-146, 5.6239117029926842616e-118, 1.6616837556820886338e-65]",1.8463152840912096e-66,9
combattent dur déplacent surtout beaucoup jeu rythme très soutenu longtemps,"[1.4178312535877628981e-84, 3.7236258204526825743e-115, 5.449785134960530687e-194, 4.0348944537142547288e-199, 2.7077314891693290457e-103, 4.4755095496180956572e-136, 1.8991319528500843552e-51, 2.1510230662393963958e-73, 2.4313531493269996642e-143, 3.4327138190127167549e-77]",1.8991319528500844e-52,10
train comme dit courses fond,"[3.363155965428191352e-25, 6.0549183689591696255e-67, 7.554288797535931404e-101, 2.720387195403266765e-169, 8.9003622268420018925e-87]",6.726311930856383e-26,5
obligé français souvent capot ouvert pendant match courir après disperser,"[1.0149276300417579767e-130, 3.8446514558220212907e-129, 8.3895201534935194935e-144, 6.050926921722587498e-103, 4.58120608079760536e-115, 2.9810300744719001878e-113, 5.61267576973656686e-104, 1.1910725843482188442e-143, 1.392678169879023034e-85, 1.143396650173985832e-56]",1.1433966501739858e-57,10
beaucoup plaquages ratés peu tricolores,"[4.3794364160907018556e-133, 1.7298352488045912309e-68, 4.401089375008901478e-103, 6.407204005660210922e-133, 1.2661339738909639725e-163]",3.4596704976091823e-69,5
tendrait montrer boks bien moins cherché l affrontement chéri tradition l éparpillement l adversaire l évitement,"[3.820231996315743582e-157, 8.406714361425935891e-158, 6.2556954098715509583e-133, 1.662571583428901909e-159, 2.0741819463991037592e-126, 1.4782639778285475397e-142, 1.0713911794032200113e-114, 2.3194036053530164005e-162, 3.2522735187323306571e-142, 4.0391535200602645354e-117, 1.116422126681038016e-47, 1.5056089604367561359e-112, 1.9236481367824945614e-171, 9.607065034654351973e-148, 8.987002453636922466e-118, 2.1574940137595761649e-160]",6.977638291756487e-49,16
plein paradoxe staff bleus a ficelé troisième ligne plus lourde plus puissante adversaire jour,"[7.558174030690494968e-130, 1.0393203572666608292e-116, 2.3809725937883012315e-99, 8.006242077138879579e-125, 8.697545954834298715e-133, 6.2952391086680965825e-150, 3.227330674048096145e-98, 1.25808926255626004905e-108, 1.0263428221162583155e-74, 2.1431665970621706984e-110, 1.9987858153768252275e-38, 1.1017456740727041768e-83, 3.7798610057320402506e-108, 9.3156468463933616446e-122]",1.4277041538405894e-39,14
comble,[4.0913648205112347086e-73],4.091364820511235e-73,1
quinze france s était armé combat n a lieu terrain attendu,"[6.4379879243444921416e-121, 9.837682175017814718e-95, 9.832105457085999175e-143, 1.7606866183008933857e-45, 2.0268443317466618113e-103, 1.2318033852881273133e-146, 1.3618142516542667131e-53, 4.455978279044888088e-55, 1.461683139986237625e-134, 1.5475050113538298809e-78, 5.233942862487902397e-99]",1.6006242112405761e-46,11
mot manière défendre boks mode nouvel entraîneur allister coetzee,"[3.75385488625143684e-140, 5.750070673295193465e-67, 9.5645037549388684656e-166, 1.4506287923696759181e-97, 3.709635278494618251e-120, 2.471777303397009738e-121, 3.2156905693960340453e-91, 4.2776577040804385195e-133, 1.33597086922065917024e-98]",6.3889674147724375e-68,9
deux haut corps rarement plus croisant bras droit l un gauche l autre,"[2.684774600010041579e-96, 4.0117759331580499535e-157, 3.136549709196589414e-127, 3.8513164902801931924e-182, 9.9587706644261233275e-132, 1.2783381351002109674e-141, 1.3086882714914514493e-140, 4.6956537488195557244e-140, 5.251181802378169242e-99, 9.991365129042115046e-100, 4.641666899231834911e-95, 4.4790152270613361098e-150, 3.335135385040318851e-98]",3.780080404961083e-96,13
drôlement efficace très technique très travaillé,"[3.4819031363191020086e-129, 3.5979144166487704494e-109, 2.7076863010766863329e-185, 1.9169587521485765654e-200, 3.81652661429746407e-177, 3.7940730116274413836e-140]",5.99652402774795e-110,6
troisième peut s attaquer jambes,"[1.9908219972230103847e-119, 1.06510303350661647214e-181, 1.57088823038443709084e-145, 2.3529974973598787305e-88, 2.044239264103044318e-177]",4.7059949947197576e-89,5
tournée ratée niveau résultats ça sert ça apprendre meilleur l adversaire,"[2.2135350246835688797e-124, 1.0069460577628285055e-159, 8.2164057505086419634e-153, 1.3836006086092552764e-191, 2.294240980307730031e-211, 3.0932955086740897379e-161, 1.14196726415493100546e-178, 2.1155176241625334691e-206, 4.705799511498093495e-224, 2.618438024888769429e-219, 1.0286306177921400328e-182]",2.0123045678941536e-125,11
bon quand bien prendre rincée chaque match,"[9.8775340262239184473e-172, 4.3511840875155403853e-179, 6.1801980238839557495e-187, 1.4859382860965453878e-156, 1.5090932085513360716e-191, 4.2507545138830396873e-189, 5.26843136188848361e-164]",2.1227690554012285e-157,7
md,[1.1391330096048520574e-184],1.1391330096048521e-184,1
